I,Building instance : 'Sample'
I,Building instance : 'Sample.BUILDING'
I,Building instance : 'Sample.BUILDING.FLOOR_01'
I,Building instance : 'Sample.BUILDING.FLOOR_01.ROOM_001'
I,Building instance : 'Sample.BUILDING.FLOOR_01.ROOM_001.AC'
I,Building instance : 'Sample.BUILDING.FLOOR_01.ROOM_001.LT'
I,Building instance : 'Sample.BUILDING.FLOOR_02'
I,Building instance : 'Sample.BUILDING.FLOOR_02.ROOM_001'
I,Building instance : 'Sample.BUILDING.FLOOR_02.ROOM_001.AC'
I,Building instance : 'Sample.BUILDING.FLOOR_02.ROOM_001.LT'
I,Building instance : 'Sample.BUILDING.FLOOR_02.ROOM_002'
I,Building instance : 'Sample.BUILDING.FLOOR_02.ROOM_002.AC'
I,Building instance : 'Sample.BUILDING.FLOOR_02.ROOM_002.LT'
I,Building instance : 'Sample.GENERAL'
