LB,00345,0,T,System.Localhost.Mimic.OpenCount,20200825T080500.000Z,20200825T082538.866Z
TR,System.Localhost.Mimic.OpenCount,0,4294967295,1,1,,0,0,2
20200825T080500.000Z,2,192
20200825T080700.000Z,3,192
20200825T081400.000Z,3,192
20200825T081500.000Z,3,192
20200825T081600.000Z,2,192
20200825T082300.000Z,2,192
20200825T082538.866Z,0,64
LB,00879,0,T,System.Localhost.resource.FreeVirtualMemory,20200825T080500.000Z,20200825T082538.866Z
TR,System.Localhost.resource.FreeVirtualMemory,0,4294967295,1,1,,0,0,2
20200825T080500.000Z,3478704,192
20200825T080600.000Z,3481708,192
20200825T080700.000Z,3475536,192
20200825T080800.000Z,3473128,192
20200825T080900.000Z,3474388,192
20200825T081000.000Z,3471792,192
20200825T081100.000Z,3470992,192
20200825T081200.000Z,3470592,192
20200825T081300.000Z,3469336,192
20200825T081400.000Z,3469692,192
20200825T081500.000Z,3468904,192
20200825T081600.000Z,3477364,192
20200825T081700.000Z,3477364,192
20200825T081800.000Z,3477364,192
20200825T081900.000Z,3478644,192
20200825T082000.000Z,3477364,192
20200825T082100.000Z,3477364,192
20200825T082200.000Z,3477364,192
20200825T082300.000Z,3468876,192
20200825T082400.000Z,3478604,192
20200825T082538.866Z,0,64
LB,00636,0,T,System.Localhost.resource.GDI,20200825T080500.000Z,20200825T082538.866Z
TR,System.Localhost.resource.GDI,0,4294967295,1,1,,0,0,2
20200825T080500.000Z,1335,192
20200825T080600.000Z,1403,192
20200825T080700.000Z,1410,192
20200825T080800.000Z,1412,192
20200825T080900.000Z,1417,192
20200825T081000.000Z,1418,192
20200825T081100.000Z,1494,192
20200825T081200.000Z,1554,192
20200825T081300.000Z,1545,192
20200825T081400.000Z,1507,192
20200825T081500.000Z,1559,192
20200825T081600.000Z,1470,192
20200825T081700.000Z,1470,192
20200825T082300.000Z,1477,192
20200825T082400.000Z,1474,192
20200825T082538.866Z,0,64
LB,00799,0,T,System.Localhost.resource.Handles,20200825T080500.000Z,20200825T082538.866Z
TR,System.Localhost.resource.Handles,0,4294967295,1,1,,0,0,2
20200825T080500.000Z,1619,192
20200825T080600.000Z,1626,192
20200825T080700.000Z,1639,192
20200825T080800.000Z,1645,192
20200825T080900.000Z,1648,192
20200825T081000.000Z,1650,192
20200825T081100.000Z,1662,192
20200825T081200.000Z,1670,192
20200825T081300.000Z,1683,192
20200825T081400.000Z,1632,192
20200825T081500.000Z,1642,192
20200825T081600.000Z,1643,192
20200825T081700.000Z,1656,192
20200825T081800.000Z,1664,192
20200825T081900.000Z,1666,192
20200825T082000.000Z,1674,192
20200825T082100.000Z,1684,192
20200825T082200.000Z,1677,192
20200825T082300.000Z,1684,192
20200825T082400.000Z,1686,192
20200825T082538.866Z,0,64
LB,00847,0,T,System.Localhost.resource.MemoryUsage,20200825T080500.000Z,20200825T082538.866Z
TR,System.Localhost.resource.MemoryUsage,0,4294967295,1,1,,0,0,2
20200825T080500.000Z,128820,192
20200825T080600.000Z,134688,192
20200825T080700.000Z,135236,192
20200825T080800.000Z,136240,192
20200825T080900.000Z,137224,192
20200825T081000.000Z,137828,192
20200825T081100.000Z,138132,192
20200825T081200.000Z,138664,192
20200825T081300.000Z,138724,192
20200825T081400.000Z,138272,192
20200825T081500.000Z,138424,192
20200825T081600.000Z,138136,192
20200825T081700.000Z,138188,192
20200825T081800.000Z,138188,192
20200825T081900.000Z,138104,192
20200825T082000.000Z,138188,192
20200825T082100.000Z,138188,192
20200825T082200.000Z,138184,192
20200825T082300.000Z,138208,192
20200825T082400.000Z,138112,192
20200825T082538.866Z,0,64
LB,00403,0,T,System.Localhost.resource.RAM,20200825T080500.000Z,20200825T082538.881Z
TR,System.Localhost.resource.RAM,0,4294967295,1,1,,0,0,2
20200825T080500.000Z,54,192
20200825T081400.000Z,53,192
20200825T081500.000Z,55,192
20200825T081700.000Z,57,192
20200825T081800.000Z,56,192
20200825T082000.000Z,55,192
20200825T082300.000Z,54,192
20200825T082400.000Z,53,192
20200825T082538.881Z,0,64
LB,00556,0,T,System.Localhost.resource.Threads,20200825T080500.000Z,20200825T082538.881Z
TR,System.Localhost.resource.Threads,0,4294967295,1,1,,0,0,2
20200825T080500.000Z,33,192
20200825T080600.000Z,46,192
20200825T080900.000Z,45,192
20200825T081000.000Z,47,192
20200825T081200.000Z,48,192
20200825T081500.000Z,49,192
20200825T081600.000Z,48,192
20200825T081700.000Z,49,192
20200825T081800.000Z,47,192
20200825T082000.000Z,48,192
20200825T082200.000Z,47,192
20200825T082300.000Z,48,192
20200825T082400.000Z,47,192
20200825T082538.881Z,0,64
LB,00623,0,T,System.Localhost.resource.User,20200825T080500.000Z,20200825T082538.881Z
TR,System.Localhost.resource.User,0,4294967295,1,1,,0,0,2
20200825T080500.000Z,507,192
20200825T080600.000Z,539,192
20200825T080700.000Z,548,192
20200825T080800.000Z,548,192
20200825T080900.000Z,546,192
20200825T081000.000Z,547,192
20200825T081100.000Z,596,192
20200825T081200.000Z,608,192
20200825T081300.000Z,668,192
20200825T081400.000Z,564,192
20200825T081500.000Z,673,192
20200825T081600.000Z,551,192
20200825T081700.000Z,551,192
20200825T082300.000Z,559,192
20200825T082400.000Z,551,192
20200825T082538.881Z,0,64
LB,00541,0,T,System.Localhost.Mimic.OpenCount,20200825T093100.000Z,20200825T123041.484Z
TR,System.Localhost.Mimic.OpenCount,0,4294967295,1,1,,0,0,2
20200825T093100.000Z,1,192
20200825T100300.000Z,2,192
20200825T100400.000Z,2,192
20200825T100500.000Z,2,192
20200825T114200.000Z,3,192
20200825T114300.000Z,3,192
20200825T114600.000Z,2,192
20200825T121900.000Z,3,192
20200825T122000.000Z,2,192
20200825T122100.000Z,1,192
20200825T122200.000Z,1,192
20200825T122800.000Z,1,192
20200825T123000.000Z,1,192
20200825T123041.484Z,0,64
LB,05605,0,T,System.Localhost.resource.FreeVirtualMemory,20200825T093100.000Z,20200825T123041.484Z
TR,System.Localhost.resource.FreeVirtualMemory,0,4294967295,1,1,,0,0,2
20200825T093100.000Z,3483840,192
20200825T093200.000Z,3478876,192
20200825T093300.000Z,3485104,192
20200825T093400.000Z,3486384,192
20200825T093500.000Z,3468912,192
20200825T093600.000Z,3466352,192
20200825T093700.000Z,3467632,192
20200825T093800.000Z,3467632,192
20200825T093900.000Z,3467632,192
20200825T094000.000Z,3467632,192
20200825T094100.000Z,3466352,192
20200825T094200.000Z,3467632,192
20200825T094300.000Z,3467632,192
20200825T094400.000Z,3467632,192
20200825T094500.000Z,3468912,192
20200825T094600.000Z,3466352,192
20200825T094700.000Z,3467632,192
20200825T094800.000Z,3466352,192
20200825T094900.000Z,3467632,192
20200825T095100.000Z,3468912,192
20200825T095200.000Z,3468912,192
20200825T095300.000Z,3467632,192
20200825T095400.000Z,3467632,192
20200825T095500.000Z,3468912,192
20200825T095600.000Z,3468912,192
20200825T095700.000Z,3467632,192
20200825T095800.000Z,3468912,192
20200825T100000.000Z,3467632,192
20200825T100100.000Z,3472752,192
20200825T100200.000Z,3471472,192
20200825T100300.000Z,3463948,192
20200825T100400.000Z,3462916,192
20200825T100500.000Z,3461088,192
20200825T100600.000Z,3468696,192
20200825T100800.000Z,3468696,192
20200825T101000.000Z,3467416,192
20200825T101100.000Z,3466136,192
20200825T101200.000Z,3467416,192
20200825T101300.000Z,3466136,192
20200825T101400.000Z,3467416,192
20200825T101500.000Z,3467416,192
20200825T101600.000Z,3466136,192
20200825T101700.000Z,3467416,192
20200825T101800.000Z,3466136,192
20200825T101900.000Z,3467416,192
20200825T102000.000Z,3466136,192
20200825T102100.000Z,3468696,192
20200825T102300.000Z,3466136,192
20200825T102400.000Z,3467416,192
20200825T102500.000Z,3466136,192
20200825T102600.000Z,3466136,192
20200825T102700.000Z,3466136,192
20200825T102800.000Z,3467416,192
20200825T103000.000Z,3468696,192
20200825T103200.000Z,3468696,192
20200825T103300.000Z,3467416,192
20200825T103400.000Z,3467416,192
20200825T103500.000Z,3468696,192
20200825T103600.000Z,3468696,192
20200825T103900.000Z,3468696,192
20200825T104000.000Z,3468696,192
20200825T104100.000Z,3467416,192
20200825T104200.000Z,3467416,192
20200825T104300.000Z,3467416,192
20200825T104400.000Z,3468696,192
20200825T104500.000Z,3466136,192
20200825T104600.000Z,3467416,192
20200825T104700.000Z,3467416,192
20200825T104800.000Z,3468696,192
20200825T104900.000Z,3468696,192
20200825T105000.000Z,3467416,192
20200825T105100.000Z,3468696,192
20200825T105200.000Z,3467416,192
