LB,00205,0,T,System.Localhost.Mimic.OpenCount,20220402T133500.000Z,20220402T134716.744Z
TR,System.Localhost.Mimic.OpenCount,0,4294967295,1,1,,0,0,2
20220402T133500.000Z,1,192
20220402T134716.744Z,0,64
LB,00607,0,T,System.Localhost.resource.FreeVirtualMemory,20220402T133500.000Z,20220402T134716.744Z
TR,System.Localhost.resource.FreeVirtualMemory,0,4294967295,1,1,,0,0,2
20220402T133500.000Z,3466776,192
20220402T133600.000Z,3471024,192
20220402T133700.000Z,3454832,192
20220402T133800.000Z,3454832,192
20220402T133900.000Z,3453552,192
20220402T134000.000Z,3453552,192
20220402T134100.000Z,3452272,192
20220402T134200.000Z,3453552,192
20220402T134300.000Z,3452272,192
20220402T134400.000Z,3453552,192
20220402T134500.000Z,3453552,192
20220402T134600.000Z,3452272,192
20220402T134716.744Z,0,64
LB,00233,0,T,System.Localhost.resource.GDI,20220402T133500.000Z,20220402T134716.744Z
TR,System.Localhost.resource.GDI,0,4294967295,1,1,,0,0,2
20220402T133500.000Z,1583,192
20220402T133600.000Z,1458,192
20220402T134716.744Z,0,64
LB,00551,0,T,System.Localhost.resource.Handles,20220402T133500.000Z,20220402T134716.744Z
TR,System.Localhost.resource.Handles,0,4294967295,1,1,,0,0,2
20220402T133500.000Z,1771,192
20220402T133600.000Z,1787,192
20220402T133700.000Z,1803,192
20220402T133800.000Z,1815,192
20220402T133900.000Z,1824,192
20220402T134000.000Z,1770,192
20220402T134100.000Z,1783,192
20220402T134200.000Z,1790,192
20220402T134300.000Z,1806,192
20220402T134400.000Z,1817,192
20220402T134500.000Z,1820,192
20220402T134600.000Z,1837,192
20220402T134716.744Z,0,64
LB,00583,0,T,System.Localhost.resource.MemoryUsage,20220402T133500.000Z,20220402T134716.760Z
TR,System.Localhost.resource.MemoryUsage,0,4294967295,1,1,,0,0,2
20220402T133500.000Z,102932,192
20220402T133600.000Z,107732,192
20220402T133700.000Z,108048,192
20220402T133800.000Z,108188,192
20220402T133900.000Z,109132,192
20220402T134000.000Z,109960,192
20220402T134100.000Z,110568,192
20220402T134200.000Z,110512,192
20220402T134300.000Z,110596,192
20220402T134400.000Z,110552,192
20220402T134500.000Z,110656,192
20220402T134600.000Z,110800,192
20220402T134716.760Z,0,64
LB,00461,0,T,System.Localhost.resource.RAM,20220402T133500.000Z,20220402T134716.760Z
TR,System.Localhost.resource.RAM,0,4294967295,1,1,,0,0,2
20220402T133500.000Z,49,192
20220402T133600.000Z,50,192
20220402T133700.000Z,50,192
20220402T133800.000Z,50,192
20220402T133900.000Z,50,192
20220402T134100.000Z,53,192
20220402T134200.000Z,51,192
20220402T134400.000Z,49,192
20220402T134500.000Z,47,192
20220402T134600.000Z,49,192
20220402T134716.760Z,0,64
LB,00440,0,T,System.Localhost.resource.Threads,20220402T133500.000Z,20220402T134716.760Z
TR,System.Localhost.resource.Threads,0,4294967295,1,1,,0,0,2
20220402T133500.000Z,37,192
20220402T133600.000Z,52,192
20220402T133700.000Z,53,192
20220402T133800.000Z,52,192
20220402T133900.000Z,53,192
20220402T134100.000Z,54,192
20220402T134300.000Z,53,192
20220402T134400.000Z,54,192
20220402T134500.000Z,53,192
20220402T134716.760Z,0,64
LB,00263,0,T,System.Localhost.resource.User,20220402T133500.000Z,20220402T134716.760Z
TR,System.Localhost.resource.User,0,4294967295,1,1,,0,0,2
20220402T133500.000Z,570,192
20220402T133600.000Z,571,192
20220402T133700.000Z,570,192
20220402T134716.760Z,0,64
LB,00373,0,T,System.Localhost.Mimic.OpenCount,20220402T134900.000Z,20220402T163135.048Z
TR,System.Localhost.Mimic.OpenCount,0,4294967295,1,1,,0,0,2
20220402T134900.000Z,1,192
20220402T135100.000Z,2,192
20220402T135200.000Z,2,192
20220402T140700.000Z,2,192
20220402T141200.000Z,1,192
20220402T141700.000Z,1,192
20220402T142900.000Z,2,192
20220402T163135.048Z,0,64
LB,05095,0,T,System.Localhost.resource.FreeVirtualMemory,20220402T134900.000Z,20220402T163135.048Z
TR,System.Localhost.resource.FreeVirtualMemory,0,4294967295,1,1,,0,0,2
20220402T134900.000Z,3472384,192
20220402T135000.000Z,3478912,192
20220402T135100.000Z,3455228,192
20220402T135200.000Z,3449036,192
20220402T135300.000Z,3377908,192
20220402T135400.000Z,3363592,192
20220402T135500.000Z,3374420,192
20220402T135600.000Z,3379444,192
20220402T135700.000Z,3378356,192
20220402T135800.000Z,3378356,192
20220402T135900.000Z,3378372,192
20220402T140000.000Z,3379652,192
20220402T140100.000Z,3378372,192
20220402T140200.000Z,3379668,192
20220402T140300.000Z,3378504,192
20220402T140400.000Z,3377224,192
20220402T140500.000Z,3377156,192
20220402T140600.000Z,3378188,192
20220402T140700.000Z,3378240,192
20220402T140800.000Z,3375680,192
20220402T140900.000Z,3379520,192
20220402T141000.000Z,3379520,192
20220402T141100.000Z,3376960,192
20220402T141200.000Z,3387380,192
20220402T141300.000Z,3386100,192
20220402T141400.000Z,3386100,192
20220402T141500.000Z,3367752,192
20220402T141600.000Z,3368888,192
20220402T141700.000Z,3371592,192
20220402T141800.000Z,3374152,192
20220402T141900.000Z,3372872,192
20220402T142000.000Z,3372872,192
20220402T142100.000Z,3374152,192
20220402T142200.000Z,3372872,192
20220402T142300.000Z,3374152,192
20220402T142400.000Z,3383180,192
20220402T142500.000Z,3381880,192
20220402T142600.000Z,3383672,192
20220402T142700.000Z,3381880,192
20220402T142800.000Z,3384440,192
20220402T142900.000Z,3380508,192
20220402T143000.000Z,3376624,192
20220402T143100.000Z,3374064,192
20220402T143200.000Z,3374064,192
20220402T143300.000Z,3376624,192
20220402T143500.000Z,3375344,192
20220402T143600.000Z,3375344,192
20220402T143700.000Z,3375344,192
20220402T143800.000Z,3376624,192
20220402T143900.000Z,3375344,192
20220402T144000.000Z,3375344,192
20220402T144100.000Z,3375344,192
20220402T144200.000Z,3375344,192
20220402T144300.000Z,3376624,192
20220402T144400.000Z,3376624,192
20220402T144500.000Z,3376624,192
20220402T144600.000Z,3375344,192
20220402T144700.000Z,3376624,192
20220402T144800.000Z,3376624,192
20220402T144900.000Z,3375344,192
20220402T145100.000Z,3375344,192
20220402T145200.000Z,3376624,192
20220402T145300.000Z,3376624,192
20220402T145400.000Z,3376624,192
20220402T145500.000Z,3375344,192
20220402T145600.000Z,3376624,192
20220402T145700.000Z,3376624,192
20220402T150000.000Z,3375344,192
20220402T150100.000Z,3375344,192
20220402T150200.000Z,3375344,192
20220402T150300.000Z,3375344,192
20220402T150400.000Z,3375344,192
20220402T150500.000Z,3376624,192
20220402T150600.000Z,3376624,192
20220402T150700.000Z,3375344,192
20220402T150900.000Z,3376624,192
20220402T151000.000Z,3377904,192
20220402T151100.000Z,3376624,192
20220402T151200.000Z,3376624,192
20220402T151300.000Z,3377904,192
20220402T151400.000Z,3377904,192
20220402T151500.000Z,3376624,192
20220402T151600.000Z,3377904,192
20220402T151700.000Z,3377904,192
20220402T151800.000Z,3377904,192
20220402T151900.000Z,3376624,192
20220402T152000.000Z,3376624,192
20220402T152100.000Z,3376624,192
20220402T152200.000Z,3376624,192
20220402T152300.000Z,3377904,192
20220402T152500.000Z,3377904,192
20220402T152600.000Z,3376624,192
20220402T152700.000Z,3377904,192
20220402T152800.000Z,3377888,192
20220402T152900.000Z,3376608,192
20220402T153000.000Z,3377888,192
20220402T153100.000Z,3377888,192
20220402T153400.000Z,3376608,192
20220402T153700.000Z,3375328,192
20220402T153800.000Z,3375328,192
20220402T153900.000Z,3375328,192
20220402T154000.000Z,3376608,192
20220402T154100.000Z,3375328,192
20220402T154200.000Z,3376608,192
20220402T154400.000Z,3376608,192
20220402T154500.000Z,3376608,192
20220402T154900.000Z,3375328,192
20220402T155000.000Z,3376608,192
20220402T155200.000Z,3376608,192
20220402T155400.000Z,3375328,192
20220402T155500.000Z,3376608,192
20220402T155600.000Z,3376608,192
20220402T155700.000Z,3375328,192
20220402T155800.000Z,3376608,192
20220402T160000.000Z,3376608,192
20220402T160100.000Z,3375328,192
20220402T160200.000Z,3376608,192
20220402T160300.000Z,3376608,192
20220402T160400.000Z,3375328,192
20220402T160500.000Z,3378280,192
20220402T160600.000Z,3375584,192
20220402T160700.000Z,3376864,192
20220402T160800.000Z,3366352,192
20220402T160900.000Z,3366352,192
20220402T161000.000Z,3363792,192
20220402T161100.000Z,3365072,192
20220402T161200.000Z,3365072,192
20220402T161300.000Z,3365072,192
20220402T161400.000Z,3365072,192
20220402T161600.000Z,3362448,192
20220402T161700.000Z,3359888,192
20220402T161800.000Z,3363728,192
20220402T161900.000Z,3361168,192
20220402T162000.000Z,3362448,192
20220402T162100.000Z,3362448,192
20220402T162200.000Z,3363728,192
20220402T162300.000Z,3362448,192
20220402T162400.000Z,3363728,192
20220402T162500.000Z,3362448,192
20220402T162600.000Z,3363728,192
20220402T162700.000Z,3363728,192
20220402T162800.000Z,3363728,192
20220402T162900.000Z,3372768,192
20220402T163000.000Z,3372504,192
20220402T163135.048Z,0,64
LB,01287,0,T,System.Localhost.resource.GDI,20220402T134900.000Z,20220402T163135.060Z
TR,System.Localhost.resource.GDI,0,4294967295,1,1,,0,0,2
20220402T134900.000Z,1579,192
20220402T135000.000Z,1451,192
20220402T135100.000Z,1895,192
20220402T135200.000Z,1969,192
20220402T135300.000Z,1752,192
20220402T135400.000Z,2187,192
20220402T135500.000Z,2143,192
20220402T135600.000Z,2145,192
20220402T135700.000Z,2162,192
20220402T135900.000Z,2146,192
20220402T140200.000Z,2146,192
20220402T140300.000Z,2145,192
