28/06/2024 13:46:08,?,?,?,?
28/06/2024 13:46:10,?,?,?,?
28/06/2024 13:46:12,?,?,?,?
28/06/2024 13:46:14,?,?,?,?
28/06/2024 13:46:16,?,?,?,?
28/06/2024 13:46:18,?,?,?,?
28/06/2024 13:46:20,?,?,?,?
28/06/2024 13:46:22,?,?,?,?
28/06/2024 13:46:24,?,?,?,?
28/06/2024 13:46:26,?,?,?,?
28/06/2024 13:46:28,?,?,?,?
28/06/2024 13:46:30,?,?,?,?
28/06/2024 13:46:32,?,?,?,?
28/06/2024 13:46:34,?,?,?,?
28/06/2024 13:46:36,?,?,?,?
28/06/2024 13:46:38,?,?,?,?
28/06/2024 13:46:40,?,?,?,?
28/06/2024 13:46:42,?,?,?,?
28/06/2024 13:46:44,?,?,?,?
28/06/2024 13:46:46,?,?,?,?
28/06/2024 13:46:48,?,?,?,?
28/06/2024 13:46:50,?,?,?,?
28/06/2024 13:46:52,?,?,?,?
28/06/2024 13:46:54,?,?,?,?
28/06/2024 13:46:56,?,?,?,?
28/06/2024 13:46:58,?,?,?,?
28/06/2024 13:47:00,?,?,?,?
28/06/2024 13:47:02,?,?,?,?
28/06/2024 13:47:04,?,?,?,?
28/06/2024 13:47:06,?,?,?,?
28/06/2024 13:47:08,?,?,?,?
28/06/2024 13:47:10,?,?,?,?
28/06/2024 13:47:12,?,?,?,?
28/06/2024 13:47:14,?,?,?,?
28/06/2024 13:47:16,?,?,?,?
28/06/2024 13:47:18,?,?,?,?
28/06/2024 13:47:20,?,?,?,?
28/06/2024 13:47:22,?,?,?,?
28/06/2024 13:47:24,?,?,?,?
28/06/2024 13:47:26,?,?,?,?
28/06/2024 13:47:28,?,?,?,?
28/06/2024 13:47:30,?,?,?,?
28/06/2024 13:47:32,?,?,?,?
28/06/2024 13:47:34,?,?,?,?
28/06/2024 13:47:36,?,?,?,?
28/06/2024 13:47:38,?,?,?,?
28/06/2024 13:47:40,?,?,?,?
28/06/2024 13:47:42,?,?,?,?
28/06/2024 13:47:44,?,?,?,?
28/06/2024 13:47:46,?,?,?,?
28/06/2024 13:47:48,?,?,?,?
28/06/2024 13:47:50,99.992386,50.87262,43,1
28/06/2024 13:47:52,99.992386,50.87262,43,1
28/06/2024 13:47:54,99.969543,51.744976,60,2
28/06/2024 13:47:56,99.969543,51.744976,60,2
28/06/2024 13:47:58,99.93148,52.616798,54,3
28/06/2024 13:48:00,99.93148,52.616798,54,3
28/06/2024 13:48:02,99.878204,53.487823,44,4
28/06/2024 13:48:04,99.878204,53.487823,44,4
28/06/2024 13:48:06,99.809738,54.357788,52,5
28/06/2024 13:48:08,99.809738,54.357788,52,5
28/06/2024 13:48:10,99.726097,55.226421,56,6
28/06/2024 13:48:12,99.726097,55.226421,56,6
28/06/2024 13:48:14,99.627304,56.093468,50,7
28/06/2024 13:48:16,99.627304,56.093468,50,7
28/06/2024 13:48:18,99.513405,56.958656,48,8
28/06/2024 13:48:20,99.513405,56.958656,48,8
28/06/2024 13:48:22,99.384415,57.821724,54,9
28/06/2024 13:48:24,99.384415,57.821724,54,9
28/06/2024 13:48:26,99.240387,58.682407,58,10
28/06/2024 13:48:28,?,?,?,?
28/06/2024 13:48:30,?,?,?,?
28/06/2024 13:48:32,?,?,?,?
28/06/2024 13:48:34,?,?,?,?
28/06/2024 13:48:36,?,?,?,?
28/06/2024 13:48:38,?,?,?,?
28/06/2024 13:48:40,?,?,?,?
28/06/2024 13:48:42,?,?,?,?
28/06/2024 13:48:44,99.992386,50.87262,51,1
28/06/2024 13:48:46,99.992386,50.87262,51,1
28/06/2024 13:48:48,99.969543,51.744976,45,2
28/06/2024 13:48:50,99.969543,51.744976,45,2
28/06/2024 13:48:52,99.93148,52.616798,54,3
28/06/2024 13:48:54,99.93148,52.616798,54,3
28/06/2024 13:48:56,99.878204,53.487823,49,4
28/06/2024 13:48:58,99.878204,53.487823,49,4
28/06/2024 13:49:00,99.809738,54.357788,46,5
