LB,32681,0,L,LogList01,20200921T170235.839Z,20200921T171148.272Z
LC
20200921T170235.839Z,1,16384, ,,BUILDING.FLOOR_02.ROOM_001.AC.TEMP_high,"Temp‚rature FLOOR_02 ROOM_001 High", ( 0.00),1280,20200921T170235.837Z,0,"                                        ","#@A1,#@A2",FLOOR_02,AIRCOND
20200921T170235.844Z,1,4096, ,,BUILDING.FLOOR_02.ROOM_001.AC.TEMP_low,"Temp‚rature FLOOR_02 ROOM_001 Low", ( 0.00),768,20200921T170235.837Z,0,"                                        ","#@A1,#@A2",FLOOR_02,AIRCOND
20200921T170236.869Z,1,16384, ,,BUILDING.FLOOR_01.ROOM_001.AC.TEMP_high,"Temp‚rature FLOOR_01 ROOM_001 High", ( 0.00),1280,20200921T170236.861Z,0,"                                        ","#@A1,#@A2",FLOOR_01,AIRCOND
20200921T170236.870Z,1,4096, ,,BUILDING.FLOOR_01.ROOM_001.AC.TEMP_low,"Temp‚rature FLOOR_01 ROOM_001 Low", ( 0.00),768,20200921T170236.861Z,0,"                                        ","#@A1,#@A2",FLOOR_01,AIRCOND
20200921T170243.114Z,1,131072, ,,,"EXPORT_LOG//Main//",,0,20200921T170243.114Z,0,"                                        ","#@A1,#@A2",,
20200921T170250.980Z,1,16384, ,,BUILDING.FLOOR_02.ROOM_002.AC.TEMP_low,"Temp‚rature FLOOR_02 ROOM_002 Low", (16.00),1280,20200921T170250.885Z,0,"                                        ","#@A1,#@A2",FLOOR_02,AIRCOND
20200921T170251.922Z,1,16384, ,,BUILDING.FLOOR_02.ROOM_001.AC.TEMP_low,"Temp‚rature FLOOR_02 ROOM_001 Low", (16.00),1280,20200921T170251.890Z,0,"                                        ","#@A1,#@A2",FLOOR_02,AIRCOND
20200921T170252.917Z,1,16384, ,,BUILDING.FLOOR_01.ROOM_001.AC.TEMP_low,"Temp‚rature FLOOR_01 ROOM_001 Low", (16.00),1280,20200921T170252.909Z,0,"                                        ","#@A1,#@A2",FLOOR_01,AIRCOND
20200921T170300.027Z,1,4096, ,,BUILDING.FLOOR_02.ROOM_002.AC.TEMP_high,"Temp‚rature FLOOR_02 ROOM_002 High", (25.00),768,20200921T170300.025Z,0,"                                        ","#@A1,#@A2",FLOOR_02,AIRCOND
20200921T170300.901Z,1,4096, ,,BUILDING.FLOOR_02.ROOM_001.AC.TEMP_high,"Temp‚rature FLOOR_02 ROOM_001 High", (25.00),768,20200921T170300.831Z,0,"                                        ","#@A1,#@A2",FLOOR_02,AIRCOND
