LB,32636,0,L,LogList01,20211230T145723.099Z,20211230T145748.208Z
LC
20211230T145723.099Z,1,64, ,,BUILDING.FLOOR_01.ROOM_001.LT.CMD,"",,0,20211230T145723.099Z,0,"                                        ","#@A1,#@A2",,
20211230T145723.099Z,1,64, ,,BUILDING.FLOOR_01.ROOM_002.LT.CMD,"",,0,20211230T145723.099Z,0,"                                        ","#@A1,#@A2",,
20211230T145723.099Z,1,64, ,,BUILDING.FLOOR_02.ROOM_001.LT.CMD,"",,0,20211230T145723.099Z,0,"                                        ","#@A1,#@A2",,
20211230T145723.099Z,1,64, ,,BUILDING.FLOOR_02.ROOM_002.LT.CMD,"",,0,20211230T145723.099Z,0,"                                        ","#@A1,#@A2",,
20211230T145723.099Z,1,64, ,,BUILDING.FLOOR_01.ROOM_001.LT.ON,"",,0,20211230T145723.099Z,0,"                                        ","#@A1,#@A2",,
20211230T145723.099Z,1,64, ,,BUILDING.FLOOR_01.ROOM_002.LT.ON,"",,0,20211230T145723.099Z,0,"                                        ","#@A1,#@A2",,
20211230T145723.099Z,1,64, ,,BUILDING.FLOOR_02.ROOM_001.LT.ON,"",,0,20211230T145723.099Z,0,"                                        ","#@A1,#@A2",,
20211230T145723.099Z,1,64, ,,BUILDING.FLOOR_02.ROOM_002.LT.ON,"",,0,20211230T145723.099Z,0,"                                        ","#@A1,#@A2",,
20211230T145724.146Z,1,512, ,,BUILDING.FLOOR_01.ROOM_001.LT.CMD,"",,0,20211230T145724.146Z,0,"                                        ","#@A1,#@A2",,
20211230T145724.146Z,1,512, ,,BUILDING.FLOOR_01.ROOM_002.LT.CMD,"",,0,20211230T145724.146Z,0,"                                        ","#@A1,#@A2",,
20211230T145724.146Z,1,512, ,,BUILDING.FLOOR_02.ROOM_001.LT.CMD,"",,0,20211230T145724.146Z,0,"                                        ","#@A1,#@A2",,
20211230T145724.146Z,1,512, ,,BUILDING.FLOOR_02.ROOM_002.LT.CMD,"",,0,20211230T145724.146Z,0,"                                        ","#@A1,#@A2",,
20211230T145724.146Z,1,4096, ,,BUILDING.FLOOR_01.ROOM_002.AC.TEMP_haut,"", (25.00),768,20211230T145724.146Z,0,"                                        ","#@A1,#@A2",,
20211230T145724.146Z,1,512, ,,BUILDING.FLOOR_01.ROOM_001.LT.ON,"",,0,20211230T145724.146Z,0,"                                        ","#@A1,#@A2",,
20211230T145724.146Z,1,512, ,,BUILDING.FLOOR_01.ROOM_002.LT.ON,"",,0,20211230T145724.146Z,0,"                                        ","#@A1,#@A2",,
20211230T145724.146Z,1,512, ,,BUILDING.FLOOR_02.ROOM_001.LT.ON,"",,0,20211230T145724.146Z,0,"                                        ","#@A1,#@A2",,
20211230T145724.146Z,1,512, ,,BUILDING.FLOOR_02.ROOM_002.LT.ON,"",,0,20211230T145724.146Z,0,"                                        ","#@A1,#@A2",,
20211230T145725.177Z,1,64, ,,BUILDING.FLOOR_01.ROOM_001.LT.CMD,"",,0,20211230T145725.177Z,0,"                                        ","#@A1,#@A2",,
20211230T145725.177Z,1,64, ,,BUILDING.FLOOR_01.ROOM_002.LT.CMD,"",,0,20211230T145725.177Z,0,"                                        ","#@A1,#@A2",,
20211230T145725.177Z,1,64, ,,BUILDING.FLOOR_02.ROOM_001.LT.CMD,"",,0,20211230T145725.177Z,0,"                                        ","#@A1,#@A2",,
20211230T145725.177Z,1,64, ,,BUILDING.FLOOR_02.ROOM_002.LT.CMD,"",,0,20211230T145725.177Z,0,"                                        ","#@A1,#@A2",,
20211230T145725.177Z,1,16384, ,,BUILDING.FLOOR_01.ROOM_001.AC.TEMP_bas,"", (16.00),1280,20211230T145725.177Z,0,"                                        ","#@A1,#@A2",,
20211230T145725.193Z,1,64, ,,BUILDING.FLOOR_01.ROOM_001.LT.ON,"",,0,20211230T145725.193Z,0,"                                        ","#@A1,#@A2",,
20211230T145725.193Z,1,64, ,,BUILDING.FLOOR_01.ROOM_002.LT.ON,"",,0,20211230T145725.193Z,0,"                                        ","#@A1,#@A2",,
20211230T145725.193Z,1,64, ,,BUILDING.FLOOR_02.ROOM_001.LT.ON,"",,0,20211230T145725.193Z,0,"                                        ","#@A1,#@A2",,
20211230T145725.193Z,1,64, ,,BUILDING.FLOOR_02.ROOM_002.LT.ON,"",,0,20211230T145725.193Z,0,"                                        ","#@A1,#@A2",,
20211230T145726.224Z,1,512, ,,BUILDING.FLOOR_01.ROOM_001.LT.CMD,"",,0,20211230T145726.224Z,0,"                                        ","#@A1,#@A2",,
20211230T145726.224Z,1,512, ,,BUILDING.FLOOR_01.ROOM_002.LT.CMD,"",,0,20211230T145726.224Z,0,"                                        ","#@A1,#@A2",,
20211230T145726.224Z,1,512, ,,BUILDING.FLOOR_02.ROOM_001.LT.CMD,"",,0,20211230T145726.224Z,0,"                                        ","#@A1,#@A2",,
20211230T145726.224Z,1,512, ,,BUILDING.FLOOR_02.ROOM_002.LT.CMD,"",,0,20211230T145726.224Z,0,"                                        ","#@A1,#@A2",,
20211230T145726.224Z,1,512, ,,BUILDING.FLOOR_01.ROOM_001.LT.ON,"",,0,20211230T145726.224Z,0,"                                        ","#@A1,#@A2",,
20211230T145726.224Z,1,512, ,,BUILDING.FLOOR_01.ROOM_002.LT.ON,"",,0,20211230T145726.224Z,0,"                                        ","#@A1,#@A2",,
20211230T145726.224Z,1,512, ,,BUILDING.FLOOR_02.ROOM_001.LT.ON,"",,0,20211230T145726.224Z,0,"                                        ","#@A1,#@A2",,
20211230T145726.224Z,1,512, ,,BUILDING.FLOOR_02.ROOM_002.LT.ON,"",,0,20211230T145726.224Z,0,"                                        ","#@A1,#@A2",,
20211230T145727.255Z,1,64, ,,BUILDING.FLOOR_01.ROOM_001.LT.CMD,"",,0,20211230T145727.255Z,0,"                                        ","#@A1,#@A2",,
20211230T145727.255Z,1,64, ,,BUILDING.FLOOR_01.ROOM_002.LT.CMD,"",,0,20211230T145727.255Z,0,"                                        ","#@A1,#@A2",,
20211230T145727.255Z,1,64, ,,BUILDING.FLOOR_02.ROOM_001.LT.CMD,"",,0,20211230T145727.255Z,0,"                                        ","#@A1,#@A2",,
20211230T145727.255Z,1,64, ,,BUILDING.FLOOR_02.ROOM_002.LT.CMD,"",,0,20211230T145727.255Z,0,"                                        ","#@A1,#@A2",,
20211230T145727.255Z,1,64, ,,BUILDING.FLOOR_01.ROOM_001.LT.ON,"",,0,20211230T145727.255Z,0,"                                        ","#@A1,#@A2",,
20211230T145727.255Z,1,64, ,,BUILDING.FLOOR_01.ROOM_002.LT.ON,"",,0,20211230T145727.255Z,0,"                                        ","#@A1,#@A2",,
20211230T145727.255Z,1,64, ,,BUILDING.FLOOR_02.ROOM_001.LT.ON,"",,0,20211230T145727.255Z,0,"                                        ","#@A1,#@A2",,
20211230T145727.255Z,1,64, ,,BUILDING.FLOOR_02.ROOM_002.LT.ON,"",,0,20211230T145727.255Z,0,"                                        ","#@A1,#@A2",,
