LB,32761,0,L,LogList01,20220429T121306.147Z,20220429T121327.231Z
LC
20220429T121306.147Z,1,512, ,,BUILDING.FLOOR_02.ROOM_001.LT.CMD,"Command",,0,20220429T121306.147Z,0,"                                        ","#@A1,#@A2","FLOOR_02","LIGHTING"
20220429T121306.147Z,1,512, ,,BUILDING.FLOOR_02.ROOM_002.LT.CMD,"Command",,0,20220429T121306.147Z,0,"                                        ","#@A1,#@A2","FLOOR_02","LIGHTING"
20220429T121306.162Z,1,64, ,,BUILDING.FLOOR_01.ROOM_001.LT.ON,"Light on",,0,20220429T121306.147Z,0,"                                        ","#@A1,#@A2","FLOOR_01","LIGHTING"
20220429T121306.162Z,1,512, ,,BUILDING.FLOOR_01.ROOM_002.LT.ON,"Light on",,0,20220429T121306.147Z,0,"                                        ","#@A1,#@A2","FLOOR_01","LIGHTING"
20220429T121306.162Z,1,512, ,,BUILDING.FLOOR_02.ROOM_001.LT.ON,"Light on",,0,20220429T121306.147Z,0,"                                        ","#@A1,#@A2","FLOOR_02","LIGHTING"
20220429T121306.177Z,1,512, ,,BUILDING.FLOOR_02.ROOM_002.LT.ON,"Light on",,0,20220429T121306.147Z,0,"                                        ","#@A1,#@A2","FLOOR_02","LIGHTING"
20220429T121307.230Z,1,512, ,,BUILDING.FLOOR_01.ROOM_001.LT.CMD,"Command",,0,20220429T121307.230Z,0,"                                        ","#@A1,#@A2","FLOOR_01","LIGHTING"
20220429T121307.230Z,1,64, ,,BUILDING.FLOOR_01.ROOM_002.LT.CMD,"Command",,0,20220429T121307.230Z,0,"                                        ","#@A1,#@A2","FLOOR_01","LIGHTING"
20220429T121307.230Z,1,64, ,,BUILDING.FLOOR_02.ROOM_001.LT.CMD,"Command",,0,20220429T121307.230Z,0,"                                        ","#@A1,#@A2","FLOOR_02","LIGHTING"
20220429T121307.230Z,1,64, ,,BUILDING.FLOOR_02.ROOM_002.LT.CMD,"Command",,0,20220429T121307.230Z,0,"                                        ","#@A1,#@A2","FLOOR_02","LIGHTING"
20220429T121307.230Z,1,16384, ,,BUILDING.FLOOR_01.ROOM_001.AC.TEMP_low,"Temp‚rature FLOOR_01 ROOM_001 Low", (16 Celsius),1280,20220429T121307.230Z,0,"                                        ","#@A1,#@A2","FLOOR_01","AIRCOND"
20220429T121307.230Z,1,16384, ,,BUILDING.FLOOR_02.ROOM_001.AC.TEMP_low,"Temp‚rature FLOOR_02 ROOM_001 Low", (16 Celsius),1280,20220429T121307.230Z,0,"                                        ","#@A1,#@A2","FLOOR_02","AIRCOND"
20220429T121307.230Z,1,512, ,,BUILDING.FLOOR_01.ROOM_001.LT.ON,"Light on",,0,20220429T121307.230Z,0,"                                        ","#@A1,#@A2","FLOOR_01","LIGHTING"
20220429T121307.230Z,1,64, ,,BUILDING.FLOOR_01.ROOM_002.LT.ON,"Light on",,0,20220429T121307.230Z,0,"                                        ","#@A1,#@A2","FLOOR_01","LIGHTING"
20220429T121307.230Z,1,64, ,,BUILDING.FLOOR_02.ROOM_001.LT.ON,"Light on",,0,20220429T121307.230Z,0,"                                        ","#@A1,#@A2","FLOOR_02","LIGHTING"
20220429T121307.230Z,1,64, ,,BUILDING.FLOOR_02.ROOM_002.LT.ON,"Light on",,0,20220429T121307.230Z,0,"                                        ","#@A1,#@A2","FLOOR_02","LIGHTING"
20220429T121308.059Z,1,64, ,,BUILDING.FLOOR_01.ROOM_001.LT.CMD,"Command",,0,20220429T121308.059Z,0,"                                        ","#@A1,#@A2","FLOOR_01","LIGHTING"
20220429T121308.059Z,1,512, ,,BUILDING.FLOOR_01.ROOM_002.LT.CMD,"Command",,0,20220429T121308.059Z,0,"                                        ","#@A1,#@A2","FLOOR_01","LIGHTING"
