I,Building instance : 'Sample'
I,Building instance : 'Sample.BUILDING'
I,Building instance : 'Sample.BUILDING.FLOOR_01'
I,Building instance : 'Sample.BUILDING.FLOOR_01.ROOM_001'
I,Building instance : 'Sample.BUILDING.FLOOR_01.ROOM_001.AC'
I,Building instance : 'Sample.BUILDING.FLOOR_01.ROOM_001.LT'
I,Building instance : 'Sample.BUILDING.FLOOR_01.ROOM_002'
I,Building instance : 'Sample.BUILDING.FLOOR_01.ROOM_002.AC'
I,Building instance : 'Sample.BUILDING.FLOOR_01.ROOM_002.LT'
I,Building instance : 'Sample.BUILDING.FLOOR_02'
I,Building instance : 'Sample.BUILDING.FLOOR_02.ROOM_001'
I,Building instance : 'Sample.BUILDING.FLOOR_02.ROOM_001.AC'
I,Building instance : 'Sample.BUILDING.FLOOR_02.ROOM_001.LT'
I,Building instance : 'Sample.BUILDING.FLOOR_02.ROOM_002'
I,Building instance : 'Sample.BUILDING.FLOOR_02.ROOM_002.AC'
I,Building instance : 'Sample.BUILDING.FLOOR_02.ROOM_002.LT'
I,Building instance : 'Sample.DASHBOARD'
I,Building instance : 'Sample.DASHBOARD.DISPLAY01'
I,Building instance : 'Sample.DASHBOARD.DISPLAY02'
I,Building instance : 'Sample.DASHBOARD.DISPLAY03'
I,Building instance : 'Sample.DASHBOARD.DISPLAY04'
I,Building instance : 'Sample.DASHBOARD.DISPLAY05'
I,Building instance : 'Sample.DASHBOARD.DISPLAY06'
I,Building instance : 'Sample.DASHBOARD.DISPLAY07'
I,Building instance : 'Sample.DASHBOARD.DISPLAY08'
I,Building instance : 'Sample.DASHBOARD.PIE01'
I,Building instance : 'Sample.DASHBOARD.PYRAMID01'
I,Building instance : 'Sample.GENERAL'
I,Building instance : 'Sample.GENERAL.TRENDS'
