LB,00233,0,T,System.Localhost.Mimic.OpenCount,20250222T093300.000Z,20250222T093633.969Z
TR,System.Localhost.Mimic.OpenCount,0,4294967295,1,1,,0,0,2
20250222T093300.000Z,1,192
20250222T093400.000Z,1,192
20250222T093633.969Z,0,64
LB,00301,0,T,System.Localhost.resource.FreeVirtualMemory,20250222T093300.000Z,20250222T093633.970Z
TR,System.Localhost.resource.FreeVirtualMemory,0,4294967295,1,1,,0,0,2
20250222T093300.000Z,3483496,192
20250222T093400.000Z,3430820,192
20250222T093500.000Z,3430820,192
20250222T093633.970Z,0,64
LB,00233,0,T,System.Localhost.resource.GDI,20250222T093300.000Z,20250222T093633.971Z
TR,System.Localhost.resource.GDI,0,4294967295,1,1,,0,0,2
20250222T093300.000Z,1354,192
20250222T093400.000Z,1472,192
20250222T093633.971Z,0,64
LB,00272,0,T,System.Localhost.resource.Handles,20250222T093300.000Z,20250222T093633.972Z
TR,System.Localhost.resource.Handles,0,4294967295,1,1,,0,0,2
20250222T093300.000Z,1640,192
20250222T093400.000Z,1683,192
20250222T093500.000Z,1685,192
20250222T093633.972Z,0,64
LB,00286,0,T,System.Localhost.resource.MemoryUsage,20250222T093300.000Z,20250222T093633.973Z
TR,System.Localhost.resource.MemoryUsage,0,4294967295,1,1,,0,0,2
20250222T093300.000Z,131220,192
20250222T093400.000Z,141340,192
20250222T093500.000Z,142204,192
20250222T093633.973Z,0,64
LB,00229,0,T,System.Localhost.resource.RAM,20250222T093300.000Z,20250222T093633.974Z
TR,System.Localhost.resource.RAM,0,4294967295,1,1,,0,0,2
20250222T093300.000Z,65,192
20250222T093400.000Z,66,192
20250222T093633.974Z,0,64
LB,00237,0,T,System.Localhost.resource.Threads,20250222T093300.000Z,20250222T093633.974Z
TR,System.Localhost.resource.Threads,0,4294967295,1,1,,0,0,2
20250222T093300.000Z,30,192
20250222T093400.000Z,46,192
20250222T093633.974Z,0,64
LB,00263,0,T,System.Localhost.resource.User,20250222T093300.000Z,20250222T093633.975Z
TR,System.Localhost.resource.User,0,4294967295,1,1,,0,0,2
20250222T093300.000Z,459,192
20250222T093400.000Z,554,192
20250222T093500.000Z,554,192
20250222T093633.975Z,0,64
LB,00203,0,T,System.Localhost.Mimic.OpenCount,20250222T094700.000Z,20250222T094758.921Z
TR,System.Localhost.Mimic.OpenCount,0,4294967295,1,1,,0,0,2
20250222T094700.000Z,0,0
20250222T094758.921Z,0,64
LB,00225,0,T,System.Localhost.resource.FreeVirtualMemory,20250222T094700.000Z,20250222T094758.921Z
TR,System.Localhost.resource.FreeVirtualMemory,0,4294967295,1,1,,0,0,2
20250222T094700.000Z,0,0
20250222T094758.921Z,0,64
LB,00197,0,T,System.Localhost.resource.GDI,20250222T094700.000Z,20250222T094758.922Z
TR,System.Localhost.resource.GDI,0,4294967295,1,1,,0,0,2
20250222T094700.000Z,0,0
20250222T094758.922Z,0,64
LB,00205,0,T,System.Localhost.resource.Handles,20250222T094700.000Z,20250222T094758.923Z
TR,System.Localhost.resource.Handles,0,4294967295,1,1,,0,0,2
20250222T094700.000Z,0,0
20250222T094758.923Z,0,64
LB,00213,0,T,System.Localhost.resource.MemoryUsage,20250222T094700.000Z,20250222T094758.923Z
TR,System.Localhost.resource.MemoryUsage,0,4294967295,1,1,,0,0,2
20250222T094700.000Z,0,0
20250222T094758.923Z,0,64
LB,00197,0,T,System.Localhost.resource.RAM,20250222T094700.000Z,20250222T094758.924Z
TR,System.Localhost.resource.RAM,0,4294967295,1,1,,0,0,2
20250222T094700.000Z,0,0
20250222T094758.924Z,0,64
LB,00205,0,T,System.Localhost.resource.Threads,20250222T094700.000Z,20250222T094758.925Z
TR,System.Localhost.resource.Threads,0,4294967295,1,1,,0,0,2
20250222T094700.000Z,0,0
20250222T094758.925Z,0,64
LB,00199,0,T,System.Localhost.resource.User,20250222T094700.000Z,20250222T094758.926Z
TR,System.Localhost.resource.User,0,4294967295,1,1,,0,0,2
20250222T094700.000Z,0,0
20250222T094758.926Z,0,64
LB,00205,0,T,System.Localhost.Mimic.OpenCount,20250222T095800.000Z,20250222T095900.748Z
TR,System.Localhost.Mimic.OpenCount,0,4294967295,1,1,,0,0,2
20250222T095800.000Z,1,192
20250222T095900.748Z,0,64
LB,00233,0,T,System.Localhost.resource.FreeVirtualMemory,20250222T095800.000Z,20250222T095900.750Z
TR,System.Localhost.resource.FreeVirtualMemory,0,4294967295,1,1,,0,0,2
20250222T095800.000Z,3490384,192
20250222T095900.750Z,0,64
LB,00202,0,T,System.Localhost.resource.GDI,20250222T095800.000Z,20250222T095900.751Z
TR,System.Localhost.resource.GDI,0,4294967295,1,1,,0,0,2
20250222T095800.000Z,1359,192
20250222T095900.751Z,0,64
LB,00210,0,T,System.Localhost.resource.Handles,20250222T095800.000Z,20250222T095900.753Z
TR,System.Localhost.resource.Handles,0,4294967295,1,1,,0,0,2
20250222T095800.000Z,1645,192
20250222T095900.753Z,0,64
LB,00220,0,T,System.Localhost.resource.MemoryUsage,20250222T095800.000Z,20250222T095900.753Z
TR,System.Localhost.resource.MemoryUsage,0,4294967295,1,1,,0,0,2
20250222T095800.000Z,130932,192
20250222T095900.753Z,0,64
LB,00200,0,T,System.Localhost.resource.RAM,20250222T095800.000Z,20250222T095900.754Z
TR,System.Localhost.resource.RAM,0,4294967295,1,1,,0,0,2
20250222T095800.000Z,64,192
20250222T095900.754Z,0,64
LB,00208,0,T,System.Localhost.resource.Threads,20250222T095800.000Z,20250222T095900.755Z
TR,System.Localhost.resource.Threads,0,4294967295,1,1,,0,0,2
20250222T095800.000Z,31,192
20250222T095900.755Z,0,64
LB,00203,0,T,System.Localhost.resource.User,20250222T095800.000Z,20250222T095900.756Z
TR,System.Localhost.resource.User,0,4294967295,1,1,,0,0,2
20250222T095800.000Z,458,192
20250222T095900.756Z,0,64
LB,00205,0,T,System.Localhost.Mimic.OpenCount,20250222T100100.000Z,20250222T100126.436Z
TR,System.Localhost.Mimic.OpenCount,0,4294967295,1,1,,0,0,2
20250222T100100.000Z,1,192
20250222T100126.436Z,0,64
LB,00233,0,T,System.Localhost.resource.FreeVirtualMemory,20250222T100100.000Z,20250222T100126.437Z
TR,System.Localhost.resource.FreeVirtualMemory,0,4294967295,1,1,,0,0,2
20250222T100100.000Z,3487632,192
20250222T100126.437Z,0,64
LB,00202,0,T,System.Localhost.resource.GDI,20250222T100100.000Z,20250222T100126.438Z
TR,System.Localhost.resource.GDI,0,4294967295,1,1,,0,0,2
20250222T100100.000Z,1360,192
20250222T100126.438Z,0,64
LB,00210,0,T,System.Localhost.resource.Handles,20250222T100100.000Z,20250222T100126.439Z
TR,System.Localhost.resource.Handles,0,4294967295,1,1,,0,0,2
20250222T100100.000Z,1662,192
20250222T100126.439Z,0,64
LB,00220,0,T,System.Localhost.resource.MemoryUsage,20250222T100100.000Z,20250222T100126.439Z
TR,System.Localhost.resource.MemoryUsage,0,4294967295,1,1,,0,0,2
20250222T100100.000Z,134316,192
20250222T100126.439Z,0,64
LB,00200,0,T,System.Localhost.resource.RAM,20250222T100100.000Z,20250222T100126.440Z
TR,System.Localhost.resource.RAM,0,4294967295,1,1,,0,0,2
20250222T100100.000Z,67,192
20250222T100126.440Z,0,64
LB,00208,0,T,System.Localhost.resource.Threads,20250222T100100.000Z,20250222T100126.448Z
TR,System.Localhost.resource.Threads,0,4294967295,1,1,,0,0,2
20250222T100100.000Z,30,192
20250222T100126.448Z,0,64
LB,00203,0,T,System.Localhost.resource.User,20250222T100100.000Z,20250222T100126.449Z
TR,System.Localhost.resource.User,0,4294967295,1,1,,0,0,2
20250222T100100.000Z,460,192
20250222T100126.449Z,0,64
